rel_depth_pct,layer,d_struct_full,d_struct_val,d_seq_full,d_seq_val
0,0,-0.29580813719220017,-0.18074834263873582,-0.4822929223610213,-0.5027420925208497
13,3,-0.40156900690184116,-0.27795161306793553,-2.6167613122776436,-2.437624256009909
25,6,-0.3813110895303744,-0.2422003121599342,-1.6404798576312138,-1.5011901895048565
38,9,-0.13078576571407916,-0.06719441773655101,-1.5714862905044151,-1.3030274251457394
50,12,0.40243233371945963,0.29417478829437144,-0.07967679852559668,0.22889176034486075
63,15,0.42647033333057116,0.3057441263706492,1.7081410743505803,1.7792382369147508
75,18,0.5006654690798616,0.35166515337430426,1.330009095020244,1.2801128953282699
88,21,0.6877800069622,0.4900908771653752,-0.4811153251292813,-0.49106135028801673
100,23,0.5035986137935584,0.29702356390239315,2.485639793819888,1.896345815989433
